A		SANDUSKY RIVER NEAR FREMONT
B		OBSERVED_EDITED
C		DISCHARGE
E		
F		USGS
Units		cms
Type		INST-VAL
7023	28May2011  0700	391.07
7024	28May2011  0730	385.41
7025	28May2011  0800	385.41
7026	28May2011  0830	379.74
7027	28May2011  0900	376.90
7028	28May2011  0930	376.90
7029	28May2011  1000	371.24
7030	28May2011  1030	371.24
7031	28May2011  1100	368.40
7032	28May2011  1130	365.57
7033	28May2011  1200	362.73
7034	28May2011  1230	359.90
7035	28May2011  1300	357.07
7036	28May2011  1330	354.23
7037	28May2011  1400	351.40
7038	28May2011  1430	351.40
7039	28May2011  1500	348.56
7040	28May2011  1530	345.73
7041	28May2011  1600	342.90
7042	28May2011  1630	342.90
7043	28May2011  1700	340.06
7044	28May2011  1730	337.23
7045	28May2011  1800	337.23
7046	28May2011  1830	334.40
7047	28May2011  1900	331.56
7048	28May2011  1930	328.73
7049	28May2011  2000	328.73
7050	28May2011  2030	328.73
7051	28May2011  2100	325.89
7052	28May2011  2130	323.06
7053	28May2011  2200	323.06
7054	28May2011  2230	323.06
7055	28May2011  2300	320.23
7056	28May2011  2330	320.23
7057	29May2011  0000	320.23
7058	29May2011  0030	317.39
7059	29May2011  0100	320.23
7060	29May2011  0130	320.23
7061	29May2011  0200	323.06
7062	29May2011  0230	323.06
7063	29May2011  0300	325.89
7064	29May2011  0330	331.56
7065	29May2011  0400	334.40
7066	29May2011  0430	340.06
7067	29May2011  0500	342.90
7068	29May2011  0530	345.73
7069	29May2011  0600	351.40
7070	29May2011  0630	354.23
7071	29May2011  0700	357.07
7072	29May2011  0730	362.73
7073	29May2011  0800	365.57
7074	29May2011  0830	368.40
7075	29May2011  0900	371.24
7076	29May2011  0930	374.07
7077	29May2011  1000	376.90
7078	29May2011  1030	379.74
7079	29May2011  1100	382.57
7080	29May2011  1130	385.41
7081	29May2011  1200	385.41
7082	29May2011  1230	385.41
7083	29May2011  1300	388.24
7084	29May2011  1330	391.07
7085	29May2011  1400	388.24
7086	29May2011  1430	388.24
7087	29May2011  1500	388.24
7088	29May2011  1530	388.24
7089	29May2011  1600	388.24
7090	29May2011  1630	385.41
7091	29May2011  1700	385.41
7092	29May2011  1730	382.57
7093	29May2011  1800	382.57
7094	29May2011  1830	382.57
7095	29May2011  1900	376.90
7096	29May2011  1930	376.90
7097	29May2011  2000	374.07
7098	29May2011  2030	374.07
7099	29May2011  2100	368.40
7100	29May2011  2130	365.57
7101	29May2011  2200	362.73
7102	29May2011  2230	362.73
7103	29May2011  2300	359.90
7104	29May2011  2330	357.07
7105	30May2011  0000	351.40
7106	30May2011  0030	348.56
7107	30May2011  0100	345.73
7108	30May2011  0130	340.06
7109	30May2011  0200	337.23
7110	30May2011  0230	331.56
7111	30May2011  0300	328.73
7112	30May2011  0330	320.23
7113	30May2011  0400	317.39
7114	30May2011  0430	314.56
7115	30May2011  0500	308.89
7116	30May2011  0530	303.22
7117	30May2011  0600	300.39
7118	30May2011  0630	297.56
7119	30May2011  0700	289.05
7120	30May2011  0730	283.39
7121	30May2011  0800	279.14
7122	30May2011  0830	273.18
7123	30May2011  0900	267.23
7124	30May2011  0930	262.13
7125	30May2011  1000	255.33
7126	30May2011  1030	249.66
7127	30May2011  1100	243.15
7128	30May2011  1130	236.63
7129	30May2011  1200	231.24
7130	30May2011  1230	225.58
7131	30May2011  1300	221.04
7132	30May2011  1330	214.81
7133	30May2011  1400	210.27
7134	30May2011  1430	205.17
7135	30May2011  1500	200.64
7136	30May2011  1530	195.82
7137	30May2011  1600	190.44
7138	30May2011  1630	185.62
7139	30May2011  1700	181.08
7140	30May2011  1730	176.27
7141	30May2011  1800	171.17
7142	30May2011  1830	166.63
7143	30May2011  1900	162.95
7144	30May2011  1930	158.41
7145	30May2011  2000	154.16
7146	30May2011  2030	149.91
7147	30May2011  2100	146.51
7148	30May2011  2130	142.26
7149	30May2011  2200	138.86
7150	30May2011  2230	134.89
7151	30May2011  2300	131.49
7152	30May2011  2330	127.24
7153	31May2011  0000	124.12
7154	31May2011  0030	120.72
7155	31May2011  0100	118.17
7156	31May2011  0130	115.05
7157	31May2011  0200	111.37
7158	31May2011  0230	109.39
7159	31May2011  0300	106.27
7160	31May2011  0330	103.44
7161	31May2011  0400	101.17
7162	31May2011  0430	98.62
7163	31May2011  0500	97.20
7164	31May2011  0530	94.93
7165	31May2011  0600	92.67
7166	31May2011  0630	90.97
7167	31May2011  0700	88.98
7168	31May2011  0730	87.28
7169	31May2011  0800	85.58
7170	31May2011  0830	84.17
7171	31May2011  0900	82.47
7172	31May2011  0930	81.05
7173	31May2011  1000	79.63
7174	31May2011  1030	77.93
7175	31May2011  1100	77.08
7176	31May2011  1130	75.66
7177	31May2011  1200	74.53
7178	31May2011  1230	73.68
7179	31May2011  1300	72.55
7180	31May2011  1330	71.13
7181	31May2011  1400	70.28
7182	31May2011  1430	69.71
7183	31May2011  1500	68.86
7184	31May2011  1530	68.01
7185	31May2011  1600	66.88
7186	31May2011  1630	66.60
7187	31May2011  1700	65.46
7188	31May2011  1730	64.61
7189	31May2011  1800	64.33
7190	31May2011  1830	63.20
7191	31May2011  1900	62.91
7192	31May2011  1930	62.06
7193	31May2011  2000	61.49
7194	31May2011  2030	61.21
7195	31May2011  2100	60.08
7196	31May2011  2130	59.79
7197	31May2011  2200	59.23
7198	31May2011  2230	58.38
7199	31May2011  2300	57.24
7200	31May2011  2330	57.24
7201	01Jun2011  0000	56.39
7202	01Jun2011  0030	55.83
7203	01Jun2011  0100	55.26
7204	01Jun2011  0130	54.98
7205	01Jun2011  0200	54.41
7206	01Jun2011  0230	53.84
7207	01Jun2011  0300	53.28
7208	01Jun2011  0330	52.99
7209	01Jun2011  0400	52.43
7210	01Jun2011  0430	51.86
7211	01Jun2011  0500	51.01
7212	01Jun2011  0530	51.01
7213	01Jun2011  0600	50.44
7214	01Jun2011  0630	49.59
7215	01Jun2011  0700	49.59
7216	01Jun2011  0730	48.74
7217	01Jun2011  0800	48.74
7218	01Jun2011  0830	48.18
7219	01Jun2011  0900	47.89
7220	01Jun2011  0930	47.33
7221	01Jun2011  1000	47.04
7222	01Jun2011  1030	46.48
7223	01Jun2011  1100	46.19
7224	01Jun2011  1130	46.19
7225	01Jun2011  1200	45.63
7226	01Jun2011  1230	45.06
7227	01Jun2011  1300	44.77
7228	01Jun2011  1330	44.21
7229	01Jun2011  1400	44.21
7230	01Jun2011  1430	43.92
7231	01Jun2011  1500	43.36
7232	01Jun2011  1530	42.79
7233	01Jun2011  1600	42.22
7234	01Jun2011  1630	42.22
7235	01Jun2011  1700	41.66
7236	01Jun2011  1730	41.09
7237	01Jun2011  1800	40.81
7238	01Jun2011  1830	40.81
7239	01Jun2011  1900	40.24
7240	01Jun2011  1930	39.67
7241	01Jun2011  2000	39.11
7242	01Jun2011  2030	39.11
7243	01Jun2011  2100	38.26
7244	01Jun2011  2130	38.26
7245	01Jun2011  2200	37.69
7246	01Jun2011  2230	37.69
7247	01Jun2011  2300	37.41
7248	01Jun2011  2330	37.41
7249	02Jun2011  0000	36.84
7250	02Jun2011  0030	36.27
7251	02Jun2011  0100	36.27
7252	02Jun2011  0130	35.99
7253	02Jun2011  0200	35.42
7254	02Jun2011  0230	35.42
7255	02Jun2011  0300	35.42
7256	02Jun2011  0330	34.86
7257	02Jun2011  0400	34.57
7258	02Jun2011  0430	34.57
7259	02Jun2011  0500	34.01
7260	02Jun2011  0530	33.72
7261	02Jun2011  0600	33.72
7262	02Jun2011  0630	33.16
7263	02Jun2011  0700	33.16
7264	02Jun2011  0730	32.59
7265	02Jun2011  0800	32.31
7266	02Jun2011  0830	32.31
7267	02Jun2011  0900	31.74
7268	02Jun2011  0930	31.74
7269	02Jun2011  1000	31.46
7270	02Jun2011  1030	31.46
7271	02Jun2011  1100	30.89
7272	02Jun2011  1130	30.89
7273	02Jun2011  1200	30.61
7274	02Jun2011  1230	30.61
7275	02Jun2011  1300	30.61
7276	02Jun2011  1330	30.04
7277	02Jun2011  1400	30.04
7278	02Jun2011  1430	29.76
7279	02Jun2011  1500	29.76
7280	02Jun2011  1530	29.19
7281	02Jun2011  1600	29.19
7282	02Jun2011  1630	28.91
7283	02Jun2011  1700	28.91
7284	02Jun2011  1730	28.62
7285	02Jun2011  1800	28.62
7286	02Jun2011  1830	28.62
7287	02Jun2011  1900	28.08
7288	02Jun2011  1930	28.08
7289	02Jun2011  2000	27.69
7290	02Jun2011  2030	27.69
7291	02Jun2011  2100	27.29
7292	02Jun2011  2130	27.29
7293	02Jun2011  2200	26.89
7294	02Jun2011  2230	26.89
7295	02Jun2011  2300	26.52
7296	02Jun2011  2330	26.52
7297	03Jun2011  0000	26.13
7298	03Jun2011  0030	26.13
7299	03Jun2011  0100	25.76
7300	03Jun2011  0130	25.76
7301	03Jun2011  0200	25.76
7302	03Jun2011  0230	25.39
7303	03Jun2011  0300	25.39
7304	03Jun2011  0330	24.99
7305	03Jun2011  0400	24.99
7306	03Jun2011  0430	24.63
7307	03Jun2011  0500	24.63
7308	03Jun2011  0530	24.63
7309	03Jun2011  0600	24.29
7310	03Jun2011  0630	24.29
7311	03Jun2011  0700	23.92
7312	03Jun2011  0730	23.92
7313	03Jun2011  0800	23.55
7314	03Jun2011  0830	23.55
7315	03Jun2011  0900	23.21
7316	03Jun2011  0930	23.21
7317	03Jun2011  1000	23.21
7318	03Jun2011  1030	23.21
7319	03Jun2011  1100	22.84
7320	03Jun2011  1130	22.84
7321	03Jun2011  1200	22.84
7322	03Jun2011  1230	22.50
7323	03Jun2011  1300	22.50
7324	03Jun2011  1330	22.50
7325	03Jun2011  1400	22.16
7326	03Jun2011  1430	22.16
7327	03Jun2011  1500	22.16
7328	03Jun2011  1530	22.16
7329	03Jun2011  1600	21.82
7330	03Jun2011  1630	21.82
7331	03Jun2011  1700	21.48
7332	03Jun2011  1730	21.48
7333	03Jun2011  1800	21.48
7334	03Jun2011  1830	21.17
7335	03Jun2011  1900	21.17
7336	03Jun2011  1930	21.17
7337	03Jun2011  2000	20.83
7338	03Jun2011  2030	20.83
7339	03Jun2011  2100	20.83
7340	03Jun2011  2130	20.83
7341	03Jun2011  2200	20.52
7342	03Jun2011  2230	20.52
7343	03Jun2011  2300	20.52
7344	03Jun2011  2330	20.18
7345	04Jun2011  0000	20.18
7346	04Jun2011  0030	20.18
7347	04Jun2011  0100	19.87
7348	04Jun2011  0130	19.87
7349	04Jun2011  0200	19.87
7350	04Jun2011  0230	19.87
7351	04Jun2011  0300	19.87
7352	04Jun2011  0330	19.55
7353	04Jun2011  0400	19.55
7354	04Jun2011  0430	19.24
7355	04Jun2011  0500	19.24
7356	04Jun2011  0530	19.24
7357	04Jun2011  0600	19.24
7358	04Jun2011  0630	19.24
7359	04Jun2011  0700	19.24
7360	04Jun2011  0730	18.93
7361	04Jun2011  0800	18.93
7362	04Jun2011  0830	18.93
7363	04Jun2011  0900	18.62
7364	04Jun2011  0930	18.62
7365	04Jun2011  1000	18.62
7366	04Jun2011  1030	18.62
7367	04Jun2011  1100	18.62
7368	04Jun2011  1130	18.34
7369	04Jun2011  1200	18.34
7370	04Jun2011  1230	18.34
7371	04Jun2011  1300	18.34
7372	04Jun2011  1330	18.02
7373	04Jun2011  1400	18.02
7374	04Jun2011  1430	18.02
7375	04Jun2011  1500	18.02
7376	04Jun2011  1530	17.74
7377	04Jun2011  1600	17.74
7378	04Jun2011  1630	17.74
7379	04Jun2011  1700	17.43
7380	04Jun2011  1730	17.43
7381	04Jun2011  1800	17.43
7382	04Jun2011  1830	17.43
7383	04Jun2011  1900	17.43
7384	04Jun2011  1930	17.43
7385	04Jun2011  2000	17.14
7386	04Jun2011  2030	17.14
7387	04Jun2011  2100	17.14
7388	04Jun2011  2130	17.14
7389	04Jun2011  2200	16.86
7390	04Jun2011  2230	16.86
7391	04Jun2011  2300	16.86
7392	04Jun2011  2330	16.86
7393	05Jun2011  0000	16.86
7394	05Jun2011  0030	16.58
7395	05Jun2011  0100	16.58
7396	05Jun2011  0130	16.58
7397	05Jun2011  0200	16.58
7398	05Jun2011  0230	16.58
7399	05Jun2011  0300	16.29
7400	05Jun2011  0330	16.29
7401	05Jun2011  0400	16.29
7402	05Jun2011  0430	16.29
7403	05Jun2011  0500	16.29
7404	05Jun2011  0530	16.01
7405	05Jun2011  0600	16.01
7406	05Jun2011  0630	16.01
7407	05Jun2011  0700	16.01
7408	05Jun2011  0730	16.01
7409	05Jun2011  0800	16.01
7410	05Jun2011  0830	15.76
7411	05Jun2011  0900	15.76
7412	05Jun2011  0930	15.76
7413	05Jun2011  1000	15.76
7414	05Jun2011  1030	15.76
7415	05Jun2011  1100	15.76
7416	05Jun2011  1130	15.47
7417	05Jun2011  1200	15.47
7418	05Jun2011  1230	15.47
7419	05Jun2011  1300	15.47
7420	05Jun2011  1330	15.47
7421	05Jun2011  1400	15.47
7422	05Jun2011  1430	15.22
7423	05Jun2011  1500	15.22
7424	05Jun2011  1530	15.22
7425	05Jun2011  1600	15.22
7426	05Jun2011  1630	15.22
7427	05Jun2011  1700	15.22
7428	05Jun2011  1730	15.22
7429	05Jun2011  1800	14.96
7430	05Jun2011  1830	14.96
7431	05Jun2011  1900	14.96
7432	05Jun2011  1930	15.22
7433	05Jun2011  2000	15.22
7434	05Jun2011  2030	15.22
7435	05Jun2011  2100	15.47
7436	05Jun2011  2130	15.76
7437	05Jun2011  2200	15.76
7438	05Jun2011  2230	16.01
7439	05Jun2011  2300	16.29
7440	05Jun2011  2330	16.58
7441	06Jun2011  0000	16.86
7442	06Jun2011  0030	17.14
7443	06Jun2011  0100	17.43
7444	06Jun2011  0130	17.74
7445	06Jun2011  0200	18.02
7446	06Jun2011  0230	18.34
7447	06Jun2011  0300	18.62
7448	06Jun2011  0330	18.93
7449	06Jun2011  0400	18.93
7450	06Jun2011  0430	19.24
7451	06Jun2011  0500	19.24
7452	06Jun2011  0530	19.55
7453	06Jun2011  0600	19.87
7454	06Jun2011  0630	19.87
7455	06Jun2011  0700	20.18
7456	06Jun2011  0730	20.52
7457	06Jun2011  0800	20.52
7458	06Jun2011  0830	20.83
7459	06Jun2011  0900	21.17
7460	06Jun2011  0930	21.48
7461	06Jun2011  1000	22.16
7462	06Jun2011  1030	22.50
7463	06Jun2011  1100	22.84
7464	06Jun2011  1130	23.21
7465	06Jun2011  1200	23.92
7466	06Jun2011  1230	24.29
7467	06Jun2011  1300	24.63
7468	06Jun2011  1330	24.99
7469	06Jun2011  1400	25.39
7470	06Jun2011  1430	25.76
7471	06Jun2011  1500	25.76
7472	06Jun2011  1530	26.13
7473	06Jun2011  1600	26.13
7474	06Jun2011  1630	26.13
7475	06Jun2011  1700	26.52
7476	06Jun2011  1730	26.52
7477	06Jun2011  1800	26.52
7478	06Jun2011  1830	26.52
7479	06Jun2011  1900	26.13
7480	06Jun2011  1930	26.13
7481	06Jun2011  2000	25.76
7482	06Jun2011  2030	25.76
7483	06Jun2011  2100	25.39
7484	06Jun2011  2130	25.39
7485	06Jun2011  2200	24.99
7486	06Jun2011  2230	24.63
7487	06Jun2011  2300	24.63
7488	06Jun2011  2330	24.29
7489	07Jun2011  0000	23.92
7490	07Jun2011  0030	23.92
7491	07Jun2011  0100	23.55
7492	07Jun2011  0130	23.21
7493	07Jun2011  0200	22.84
7494	07Jun2011  0230	22.84
7495	07Jun2011  0300	22.50
7496	07Jun2011  0330	22.16
7497	07Jun2011  0400	21.82
7498	07Jun2011  0430	21.48
7499	07Jun2011  0500	21.17
7500	07Jun2011  0530	21.17
7501	07Jun2011  0600	20.83
7502	07Jun2011  0630	20.52
7503	07Jun2011  0700	20.52
7504	07Jun2011  0730	20.18
7505	07Jun2011  0800	19.87
7506	07Jun2011  0830	19.87
7507	07Jun2011  0900	19.55
7508	07Jun2011  0930	19.24
7509	07Jun2011  1000	18.93
7510	07Jun2011  1030	18.93
7511	07Jun2011  1100	18.62
7512	07Jun2011  1130	18.34
7513	07Jun2011  1200	18.34
7514	07Jun2011  1230	18.02
7515	07Jun2011  1300	18.02
7516	07Jun2011  1330	17.74
7517	07Jun2011  1400	17.74
7518	07Jun2011  1430	17.43
7519	07Jun2011  1500	17.43
7520	07Jun2011  1530	17.14
7521	07Jun2011  1600	17.14
7522	07Jun2011  1630	16.86
7523	07Jun2011  1700	16.86
7524	07Jun2011  1730	16.58
7525	07Jun2011  1800	16.58
7526	07Jun2011  1830	16.29
7527	07Jun2011  1900	16.29
7528	07Jun2011  1930	16.29
7529	07Jun2011  2000	16.01
7530	07Jun2011  2030	16.01
7531	07Jun2011  2100	16.01
7532	07Jun2011  2130	15.76
7533	07Jun2011  2200	15.76
7534	07Jun2011  2230	15.76
7535	07Jun2011  2300	15.47
7536	07Jun2011  2330	15.47
7537	08Jun2011  0000	15.47
7538	08Jun2011  0030	15.22
7539	08Jun2011  0100	15.22
7540	08Jun2011  0130	15.22
7541	08Jun2011  0200	15.22
7542	08Jun2011  0230	14.96
7543	08Jun2011  0300	14.96
7544	08Jun2011  0330	14.96
7545	08Jun2011  0400	14.96
7546	08Jun2011  0430	14.68
7547	08Jun2011  0500	14.68
7548	08Jun2011  0530	14.68
7549	08Jun2011  0600	14.68
7550	08Jun2011  0630	14.68
7551	08Jun2011  0700	14.68
7552	08Jun2011  0730	14.42
7553	08Jun2011  0800	14.42
7554	08Jun2011  0830	14.42
7555	08Jun2011  0900	14.17
7556	08Jun2011  0930	14.17
7557	08Jun2011  1000	14.17
7558	08Jun2011  1030	14.17
7559	08Jun2011  1100	14.17
7560	08Jun2011  1130	13.91
7561	08Jun2011  1200	13.91
7562	08Jun2011  1230	13.91
7563	08Jun2011  1300	13.91
7564	08Jun2011  1330	13.69
7565	08Jun2011  1400	13.69
7566	08Jun2011  1430	13.69
7567	08Jun2011  1500	13.69
7568	08Jun2011  1530	13.69
7569	08Jun2011  1600	13.43
7570	08Jun2011  1630	13.43
7571	08Jun2011  1700	13.43
7572	08Jun2011  1730	13.43
7573	08Jun2011  1800	13.43
7574	08Jun2011  1830	13.21
7575	08Jun2011  1900	13.21
7576	08Jun2011  1930	13.21
7577	08Jun2011  2000	12.95
7578	08Jun2011  2030	12.95
7579	08Jun2011  2100	12.95
7580	08Jun2011  2130	12.95
7581	08Jun2011  2200	12.95
7582	08Jun2011  2230	12.95
7583	08Jun2011  2300	12.72
7584	08Jun2011  2330	12.72
7585	09Jun2011  0000	12.72
7586	09Jun2011  0030	12.47
7587	09Jun2011  0100	12.47
7588	09Jun2011  0130	12.47
7589	09Jun2011  0200	12.47
7590	09Jun2011  0230	12.47
7591	09Jun2011  0300	12.47
7592	09Jun2011  0330	12.24
7593	09Jun2011  0400	12.24
7594	09Jun2011  0430	12.24
7595	09Jun2011  0500	12.24
7596	09Jun2011  0530	12.02
7597	09Jun2011  0600	12.02
7598	09Jun2011  0630	12.02
7599	09Jun2011  0700	12.02
7600	09Jun2011  0730	12.02
7601	09Jun2011  0800	11.79
7602	09Jun2011  0830	11.79
7603	09Jun2011  0900	11.79
7604	09Jun2011  0930	11.79
7605	09Jun2011  1000	11.79
7606	09Jun2011  1030	11.79
7607	09Jun2011  1100	11.79
7608	09Jun2011  1130	11.59
7609	09Jun2011  1200	11.59
7610	09Jun2011  1230	11.59
7611	09Jun2011  1300	11.59
7612	09Jun2011  1330	11.59
7613	09Jun2011  1400	11.36
7614	09Jun2011  1430	11.36
7615	09Jun2011  1500	11.36
7616	09Jun2011  1530	11.36
7617	09Jun2011  1600	11.14
7618	09Jun2011  1630	11.14
7619	09Jun2011  1700	11.14
7620	09Jun2011  1730	11.14
7621	09Jun2011  1800	11.14
7622	09Jun2011  1830	11.14
7623	09Jun2011  1900	10.94
7624	09Jun2011  1930	10.94
7625	09Jun2011  2000	10.94
7626	09Jun2011  2030	10.94
7627	09Jun2011  2100	10.94
7628	09Jun2011  2130	10.71
7629	09Jun2011  2200	10.71
7630	09Jun2011  2230	10.71
7631	09Jun2011  2300	10.71
7632	09Jun2011  2330	10.71
7633	10Jun2011  0000	10.51
7634	10Jun2011  0030	10.51
7635	10Jun2011  0100	10.51
7636	10Jun2011  0130	10.51
7637	10Jun2011  0200	10.51
7638	10Jun2011  0230	10.51
7639	10Jun2011  0300	10.32
7640	10Jun2011  0330	10.32
7641	10Jun2011  0400	10.32
7642	10Jun2011  0430	10.32
7643	10Jun2011  0500	10.32
7644	10Jun2011  0530	10.32
7645	10Jun2011  0600	10.32
7646	10Jun2011  0630	10.09
7647	10Jun2011  0700	10.09
7648	10Jun2011  0730	10.09
7649	10Jun2011  0800	10.09
7650	10Jun2011  0830	10.09
7651	10Jun2011  0900	10.51
7652	10Jun2011  0930	11.14
7653	10Jun2011  1000	11.36
7654	10Jun2011  1030	11.14
7655	10Jun2011  1100	11.14
7656	10Jun2011  1130	11.14
7657	10Jun2011  1200	11.14
7658	10Jun2011  1230	10.94
7659	10Jun2011  1300	10.94
7660	10Jun2011  1330	10.94
7661	10Jun2011  1400	10.94
7662	10Jun2011  1430	10.71
7663	10Jun2011  1500	10.71
7664	10Jun2011  1530	10.71
7665	10Jun2011  1600	10.71
7666	10Jun2011  1630	10.71
7667	10Jun2011  1700	10.71
7668	10Jun2011  1730	10.94
7669	10Jun2011  1800	11.14
7670	10Jun2011  1830	11.14
7671	10Jun2011  1900	11.36
7672	10Jun2011  1930	11.59
7673	10Jun2011  2000	11.59
7674	10Jun2011  2030	11.79
7675	10Jun2011  2100	11.79
7676	10Jun2011  2130	12.02
7677	10Jun2011  2200	12.24
7678	10Jun2011  2230	12.47
7679	10Jun2011  2300	12.47
7680	10Jun2011  2330	12.95
7681	11Jun2011  0000	13.21
7682	11Jun2011  0030	13.43
7683	11Jun2011  0100	13.69
7684	11Jun2011  0130	13.91
7685	11Jun2011  0200	14.42
7686	11Jun2011  0230	14.68
7687	11Jun2011  0300	14.96
7688	11Jun2011  0330	14.96
7689	11Jun2011  0400	15.22
7690	11Jun2011  0430	15.22
7691	11Jun2011  0500	15.22
7692	11Jun2011  0530	15.47
7693	11Jun2011  0600	15.47
7694	11Jun2011  0630	15.47
7695	11Jun2011  0700	15.47
7696	11Jun2011  0730	15.47
7697	11Jun2011  0800	15.47
7698	11Jun2011  0830	15.47
7699	11Jun2011  0900	15.47
7700	11Jun2011  0930	15.76
7701	11Jun2011  1000	15.76
7702	11Jun2011  1030	15.76
7703	11Jun2011  1100	15.76
7704	11Jun2011  1130	15.76
7705	11Jun2011  1200	15.76
7706	11Jun2011  1230	15.76
7707	11Jun2011  1300	15.76
7708	11Jun2011  1330	16.01
7709	11Jun2011  1400	16.01
7710	11Jun2011  1430	16.01
7711	11Jun2011  1500	16.01
7712	11Jun2011  1530	16.29
7713	11Jun2011  1600	16.29
7714	11Jun2011  1630	16.29
7715	11Jun2011  1700	16.58
7716	11Jun2011  1730	16.58
7717	11Jun2011  1800	16.86
7718	11Jun2011  1830	17.14
7719	11Jun2011  1900	17.14
7720	11Jun2011  1930	17.43
7721	11Jun2011  2000	17.43
7722	11Jun2011  2030	17.74
7723	11Jun2011  2100	18.02
7724	11Jun2011  2130	18.62
7725	11Jun2011  2200	18.93
7726	11Jun2011  2230	19.24
7727	11Jun2011  2300	19.87
7728	11Jun2011  2330	20.52
7729	12Jun2011  0000	21.48
7730	12Jun2011  0030	22.84
7731	12Jun2011  0100	24.63
7732	12Jun2011  0130	26.52
7733	12Jun2011  0200	28.62
7734	12Jun2011  0230	30.89
7735	12Jun2011  0300	33.72
7736	12Jun2011  0330	36.27
7737	12Jun2011  0400	39.11
7738	12Jun2011  0430	41.66
7739	12Jun2011  0500	44.21
7740	12Jun2011  0530	46.19
7741	12Jun2011  0600	47.89
7742	12Jun2011  0630	50.16
